o, 40960000, 4.2244, 72.884
o, 20480000, 2.0643, 36.593
o, 10240000, 0.7874, 18.308
o, 8192000, 0.5523, 14.455
o, 5948682, 1.403, 10.695
o, 4096000, 0.2674, 7.252
o, 2820752, 0.3733, 5.037
o, 2820751, 0.9004, 5.079
o, 2048000, 0.1211, 3.712
o, 1024000, 0.052, 1.834
o, 102400, 0.003, 0.186
o, 10240, 0.0002, 0.018
o, 1024, 0.0, 0.002
