i, 81920000, 7.7195, 145.632
i, 40960000, 3.6933, 72.221
i, 20480000, 1.8158, 36.259
i, 10240000, 0.7366, 18.161
i, 8192000, 0.5754, 14.637
i, 5948682, 1.5306, 10.678
i, 5948681, 1.9712, 10.671
i, 4096000, 0.2428, 7.278
i, 2820752, 0.4332, 5.013
i, 2820751, 0.9042, 5.018
i, 2048000, 0.0849, 3.636
i, 1024000, 0.0423, 1.818
i, 102400, 0.003, 0.182
i, 10240, 0.0002, 0.017
i, 1024, 0.0, 0.001
